1e-07,130,86.667
0.02,121.33,78
0.04,118.22,76.626
0.06,115.28,75.357
0.08,112.53,74.187
0.1,109.94,73.112
0.12,107.52,72.126
0.14,105.24,71.224
0.16,103.12,70.401
0.18,101.13,69.653
0.2,99.274,68.972
0.22,97.54,68.356
0.24,95.921,67.797
0.3,91.679,66.42
0.35,88.732,65.538
0.45,83.941,64.156
0.55,79.818,62.748
0.65,75.4,60.667
0.75,70.778,58.121
0.85,66.633,55.724
0.95,62.891,53.442
1.05,59.48,51.238
1.15,56.324,49.076
1.25,53.351,46.921
1.35,50.487,44.737
1.45,47.658,42.489
1.55,44.79,40.141
1.65,41.811,37.657
1.75,38.645,35.001
1.85,35.22,32.138
1.95,31.462,29.032
2.05,27.295,25.644
2.15,22.501,21.51
2.25,17.154,16.61
2.35,11.514,11.329
2.45,5.8446,6.0533
