32811.019000,751
32811.219000,19
32811.419000,43
32811.619000,28
32811.819000,34
32812.019000,43
32812.219000,54
32812.419000,66
32812.619000,159
32812.819000,252
32813.019000,1139
32813.219000,117
32813.419000,231
32813.619000,217
32813.819000,279
32814.019000,379
32814.219000,346
32814.419000,329
32814.619000,328
32814.819000,250
32815.019000,377
32815.219000,301
32815.419000,284
32815.619000,304
32815.819000,284
32816.019000,316
32816.219000,334
32816.419000,351
32816.619000,265
32814.413000,336
32814.613000,337
32814.813000,296
32815.013000,289
32815.213000,288
32815.413000,318
32815.583000,343
32815.783000,335
32815.983000,277
32816.183000,339
32816.383000,365
32816.583000,314
32816.771000,346
32816.971000,350
32817.171000,353
32817.371000,302
32817.571000,297
32817.771000,313
32817.971000,315
32818.171000,297
32818.371000,271
32818.571000,253
32818.771000,338
32818.971000,332
32819.171000,311
32819.371000,285
32819.571000,254
32819.771000,309
32819.971000,309
32820.171000,298
32820.383000,293
32820.583000,247
32820.783000,349
32820.983000,312
32821.183000,254
32821.383000,283
32821.570000,305
32821.770000,325
32821.970000,308
32822.170000,334
32822.370000,351
32822.570000,310
32822.751000,293
32822.951000,283
32823.151000,304
32823.351000,289
32823.551000,296
32823.751000,307
32823.953000,329
32824.153000,246
32824.353000,242
32824.553000,299
32824.753000,299
32824.953000,324
32825.166000,328
32825.366000,300
32825.566000,323
32825.766000,283
32825.966000,275
32826.166000,334
32826.359000,317
32826.559000,316
32826.759000,365
32826.959000,330
32827.159000,288
32827.359000,267
32827.539000,309
32827.739000,292
32827.939000,306
32828.139000,331
32828.339000,269
32828.539000,307
32828.739000,322
32828.939000,272
32829.139000,346
32829.339000,306
32829.539000,256
32829.739000,326
32829.936000,307
32830.136000,381
32830.336000,204
32830.536000,246
32830.736000,276
32830.936000,323
32831.112000,357
32831.312000,358
32831.512000,319
32831.712000,273
32831.912000,315
32832.112000,266
32832.475000,233
32832.675000,293
32832.875000,329
32833.075000,290
32833.275000,304
32833.475000,331
32833.675000,258
32833.875000,307
32834.075000,254
32834.275000,281
32834.475000,305
32834.675000,365
32834.895000,318
32835.095000,279
32835.295000,316
32835.495000,443
32835.695000,376
32835.895000,450
32836.084000,451
32836.284000,438
32836.484000,445
32836.684000,529
32836.884000,592
32837.084000,566
32837.417000,600
