200.000000,100.000000,0.000000,-15.000000
225.369038,99.950656,24.868989,-15.000000
249.175886,99.802673,48.175367,-15.000000
269.956727,99.556196,68.454711,-15.000000
286.438527,99.211470,84.432793,-15.000000
297.620561,98.768834,95.105652,-15.000000
302.848534,98.228725,99.802673,-15.000000
305.046516,97.591676,98.228725,-15.000000
313.327174,96.858316,90.482705,-15.000000
327.284111,96.029369,77.051324,-15.000000
346.080243,95.105652,58.778525,-15.000000
368.569869,94.088077,36.812455,-15.000000
393.374381,92.977649,12.533323,-15.000000
418.969840,91.775463,-12.533323,-15.000000
443.783364,90.482705,-36.812455,-15.000000
466.292869,89.100652,-58.778525,-15.000000
485.124700,87.630668,-77.051324,-15.000000
499.145964,86.074203,-90.482705,-15.000000
507.563985,84.432793,-98.228725,-15.000000
510.398941,82.708057,-99.802673,-15.000000
515.931330,80.901699,-95.105652,-15.000000
527.269580,79.015501,-84.432793,-15.000000
543.867937,77.051324,-68.454711,-15.000000
564.749651,75.011107,-48.175367,-15.000000
588.651730,72.896863,-24.868989,-15.000000
614.116625,70.710678,0.000000,-15.000000
639.587729,68.454711,24.868989,-15.000000
663.509642,66.131187,48.175367,-15.000000
684.429194,63.742399,68.454711,-15.000000
701.094276,61.290705,84.432793,-15.000000
712.558809,58.778525,95.105652,-15.000000
718.413047,56.208338,99.802673,-15.000000
721.974321,53.582679,98.228725,-15.000000
730.670380,50.904142,90.482705,-15.000000
744.876153,48.175367,77.051324,-15.000000
763.858661,45.399050,58.778525,-15.000000
786.505150,42.577929,36.812455,-15.000000
811.452518,39.714789,12.533323,-15.000000
837.186628,36.812455,-12.533323,-15.000000
862.142956,33.873792,-36.812455,-15.000000
884.809182,30.901699,-58.778525,-15.000000
903.827031,27.899111,-77.051324,-15.000000
918.095968,24.868989,-90.482705,-15.000000
926.922540,21.814324,-98.228725,-15.000000
930.878010,18.738131,-99.802673,-15.000000
937.002873,15.643447,-95.105652,-15.000000
948.619652,12.533323,-84.432793,-15.000000
965.399980,9.410831,-68.454711,-15.000000
986.419722,6.279052,-48.175367,-15.000000
1010.436400,3.141076,-24.868989,-15.000000
1036.002971,0.000000,-0.000000,-15.000000
1061.569541,-3.141076,24.868989,-15.000000
1085.586220,-6.279052,48.175367,-15.000000
1106.605962,-9.410831,68.454711,-15.000000
1123.386289,-12.533323,84.432793,-15.000000
1135.003069,-15.643447,95.105652,-15.000000
1141.127932,-18.738131,99.802673,-15.000000
1145.083402,-21.814324,98.228725,-15.000000
1153.909974,-24.868989,90.482705,-15.000000
1168.178911,-27.899111,77.051324,-15.000000
1187.196760,-30.901699,58.778525,-15.000000
1209.862986,-33.873792,36.812455,-15.000000
1234.819314,-36.812455,12.533323,-15.000000
1260.553424,-39.714789,-12.533323,-15.000000
1285.500792,-42.577929,-36.812455,-15.000000
1308.147281,-45.399050,-58.778525,-15.000000
1327.129789,-48.175367,-77.051324,-15.000000
1341.335562,-50.904142,-90.482705,-15.000000
1350.031621,-53.582679,-98.228725,-15.000000
1353.592894,-56.208338,-99.802673,-15.000000
1359.447133,-58.778525,-95.105652,-15.000000
1370.911665,-61.290705,-84.432793,-15.000000
1387.576748,-63.742399,-68.454711,-15.000000
1408.496299,-66.131187,-48.175367,-15.000000
1432.418213,-68.454711,-24.868989,-15.000000
1457.889316,-70.710678,-0.000000,-15.000000
1483.354212,-72.896863,24.868989,-15.000000
1507.256291,-75.011107,48.175367,-15.000000
1528.138005,-77.051324,68.454711,-15.000000
1544.736362,-79.015501,84.432793,-15.000000
1556.074612,-80.901699,95.105652,-15.000000
1561.607000,-82.708057,99.802673,-15.000000
1564.441957,-84.432793,98.228725,-15.000000
1572.859978,-86.074203,90.482705,-15.000000
1586.881242,-87.630668,77.051324,-15.000000
1605.713073,-89.100652,58.778525,-15.000000
1628.222578,-90.482705,36.812455,-15.000000
1653.036102,-91.775463,12.533323,-15.000000
1678.631561,-92.977649,-12.533323,-15.000000
1703.436072,-94.088077,-36.812455,-15.000000
1725.925699,-95.105652,-58.778525,-15.000000
1744.721831,-96.029369,-77.051324,-15.000000
1758.678768,-96.858316,-90.482705,-15.000000
1766.959426,-97.591676,-98.228725,-15.000000
1769.157408,-98.228725,-99.802673,-15.000000
1774.385381,-98.768834,-95.105652,-15.000000
1785.567414,-99.211470,-84.432793,-15.000000
1802.049215,-99.556196,-68.454711,-15.000000
1822.830056,-99.802673,-48.175367,-15.000000
1846.636904,-99.950656,-24.868989,-15.000000
1872.005942,-100.000000,-0.000000,-15.000000
