0.972	0.187973
0.998	0.206675
1.151	0.193469
1.19	0.19354
1.388	0.112757
1.427	0.186708
1.432	0.224345
1.475	0.201191
1.486	0.190671
1.495	0.21356
1.499	0.246605
1.509	0.140664
1.538	0.116956
1.544	0.199691
1.552	0.191634
1.555	0.245601
1.558	0.180399
1.562	0.199662
1.569	0.205162
1.576	0.232281
1.589	0.23896
1.591	0.183344
1.604	0.216145
1.627	0.195442
1.631	0.244244
1.638	0.223004
1.639	0.243727
1.646	0.190955
1.646	0.243977
1.651	0.243888
1.655	0.217444
1.655	0.242136
1.657	0.225206
1.66	0.213555
1.669	0.204422
1.672	0.197556
1.681	0.204454
1.686	0.231237
1.689	0.191873
1.7	0.208092
1.708	0.242876
1.71	0.221586
1.716	0.190223
1.718	0.194921
1.724	0.175313
1.726	0.194758
1.728	0.238226
1.739	0.181032
1.745	0.235005
1.746	0.20868
1.752	0.186362
1.762	0.230085
1.767	0.19667
1.769	0.241798
1.774	0.23629
1.776	0.121776
1.78	0.237235
1.786	0.241498
1.789	0.241445
1.789	0.225607
1.795	0.214098
1.798	0.200605
1.803	0.204897
1.804	0.241182
1.805	0.148297
1.806	0.222038
1.806	0.196571
1.813	0.186476
1.818	0.235422
1.828	0.208383
1.829	0.233091
1.831	0.209618
1.836	0.235448
1.839	0.215805
1.85	0.21942
1.868	0.213147
1.869	0.182911
1.876	0.224689
1.877	0.239901
1.888	0.239709
1.888	0.198716
1.894	0.188369
1.895	0.238256
1.914	0.186341
1.92	0.239151
1.923	0.221497
1.924	0.239081
1.927	0.239029
1.927	0.185901
1.928	0.230711
1.929	0.199069
1.931	0.190936
1.931	0.213589
1.935	0.232815
1.943	0.23875
1.954	0.238559
1.957	0.184226
1.973	0.236338
1.978	0.184694
1.984	0.181203
1.998	0.216691
2.004	0.191341
2.012	0.234382
2.026	0.205914
2.036	0.23714
2.052	0.218279
2.074	0.230756
2.116	0.198234
2.213	0.234113
2.319	0.184966
2.353	0.223917
2.401	0.191105
2.441	0.200565
2.665	0.178673
2.926	0.199025
3.146	0.202499
3.311	0.183916
3.517	0.209061
3.792	0.206454
4.123	0.184556
4.429	0.193193
4.722	0.168484
4.989	0.196458
5.235	0.191687
5.487	0.177614
5.788	0.167
6.167	0.170237
6.6	0.177122
7.037	0.157842
7.455	0.130254
7.815	0.165077
8.099	0.135147
8.343	0.137731
8.566	0.132466
8.806	0.133058
9.044	0.138298
9.288	0.131277
9.547	0.120398
9.859	0.113486
10.204	0.137621
10.585	0.118361
10.971	0.108562
11.365	0.0977352
11.766	0.106038
12.178	0.112239
12.585	0.110722
12.946	0.0997974
13.238	0.0992187
13.458	0.102633
13.625	0.0906471
13.754	0.0972763
13.891	0.0932646
14.099	0.101621
14.34	0.0903064
14.626	0.10317
14.949	0.0940722
15.29	0.0864932
15.619	0.0827461
15.91	0.0782792
16.167	0.0803355
16.391	0.0797457
16.623	0.081455
16.894	0.0750839
17.228	0.0759709
17.625	0.0740837
18.047	0.0652769
18.456	0.0700968
18.827	0.0658655
19.144	0.0650588
19.402	0.0658932
19.654	0.0694405
19.897	0.0612463
20.152	0.0635134
20.4	0.0689031
20.647	0.0584336
20.884	0.0668524
21.099	0.0632845
21.3	0.0569497
21.502	0.0570314
21.744	0.0537789
22.041	0.0531674
22.408	0.0553468
22.845	0.0577694
23.315	0.0522842
23.749	0.0530297
24.111	0.0540789
24.366	0.0477529
24.532	0.0526823
24.629	0.0523364
24.71	0.0475429
24.806	0.0467708
24.988	0.0443423
25.293	0.0470415
25.705	0.0402586
26.182	0.0400523
26.669	0.0412988
27.125	0.0355311
27.502	0.0340771
27.799	0.0345731
28.007	0.0342571
28.146	0.0322373
28.252	0.0341735
28.355	0.0359189
28.496	0.0380675
28.703	0.0314812
28.993	0.0316042
29.321	0.0278115
29.681	0.0284714
30.045	0.0296267
30.398	0.0282708
30.724	0.0287176
31.037	0.0269539
31.366	0.0267812
31.69	0.024828
32.018	0.0245694
32.323	0.0208763
32.565	0.0225484
32.736	0.0233081
32.846	0.022058
32.937	0.0221298
33.04	0.0216753
33.186	0.024003
33.399	0.022282
33.686	0.0204512
34.052	0.019453
34.479	0.0200972
34.974	0.0179512
35.505	0.0164705
36.026	0.0163849
36.47	0.0160355
36.797	0.015985
37.025	0.0148801
37.138	0.0149039
37.162	0.0145606
37.172	0.0147879
37.179	0.0158652
37.185	0.017064
37.296	0.0159301
37.536	0.0136636
37.906	0.0154737
38.385	0.0139588
38.934	0.0122805
39.507	0.0121162
40.015	0.0118192
40.408	0.0106671
40.673	0.0107602
40.842	0.0103936
40.971	0.0101203
41.093	0.0109734
41.244	0.00999827
41.441	0.00993637
41.672	0.00936507
41.93	0.00931449
42.173	0.00939557
42.415	0.0091993
42.629	0.00886412
42.852	0.00880509
43.097	0.00831342
43.409	0.00836498
43.813	0.00875929
44.282	0.00804224
44.786	0.00697604
45.259	0.00709523
45.641	0.00674589
45.899	0.00637377
46.048	0.00694411
46.137	0.00650896
46.209	0.00636631
46.293	0.00616713
46.4	0.00671626
46.532	0.00609079
46.713	0.00594359
46.948	0.00645857
47.261	0.00546935
47.667	0.0053639
48.167	0.005348
48.707	0.00514527
49.253	0.0052089
49.776	0.00515967
50.21	0.00449107
50.548	0.00461133
50.782	0.00414559
50.907	0.0048108
50.959	0.00403332
50.969	0.00415534
50.976	0.00445247
51.022	0.00412393
51.134	0.00410723
51.357	0.0040041
51.682	0.00369679
52.113	0.00388929
52.614	0.00347633
53.142	0.003158
53.645	0.00332777
54.07	0.00313469
54.421	0.0031434
54.709	0.00315206
54.952	0.00304149
55.18	0.00298747
55.41	0.00286635
55.638	0.00280705
55.863	0.00277414
56.076	0.00261913
56.295	0.00268519
56.519	0.00245298
56.759	0.00233172
57.036	0.00240655
57.364	0.00229879
57.738	0.00204729
58.117	0.00208186
58.504	0.00196891
58.849	0.00197713
59.157	0.00209669
59.426	0.00180432
59.672	0.00204096
59.91	0.0018747
60.153	0.00177192
60.402	0.00178523
60.652	0.00195433
60.91	0.00175828
61.182	0.00173096
61.487	0.00161946
61.826	0.00158156
62.159	0.00154801
62.493	0.00155568
62.793	0.00150191
63.066	0.00139649
63.355	0.00134665
63.686	0.00132638
64.073	0.00112493
64.478	0.00112807
64.866	0.00100344
65.196	0.00102852
65.441	0.000987867
65.603	0.00100927
65.722	0.00101311
65.836	0.00101852
65.988	0.0009724
66.19	0.000960498
66.463	0.0010676
66.789	0.000950151
67.154	0.000919037
67.528	0.000889759
67.912	0.000858795
68.304	0.000828214
68.711	0.000854218
69.151	0.000808817
69.605	0.0007442
70.034	0.000707457
70.394	0.000682742
70.667	0.000624159
70.84	0.00064779
70.946	0.000622804
70.996	0.000609871
71.036	0.000622838
71.098	0.000699648
71.216	0.000615956
71.415	0.00067244
71.71	0.000598302
72.115	0.000621621
72.609	0.00066336
73.161	0.000577618
73.754	0.000550211
74.305	0.000511334
74.806	0.000493003
75.199	0.000483265
75.48	0.000458692
75.649	0.000448052
75.685	0.000482138
75.689	0.000442243
75.714	0.000451855
75.715	0.000461082
75.765	0.000469988
75.939	0.000456596
76.227	0.000433698
76.605	0.000392352
77.04	0.000416437
77.528	0.000385771
78.066	0.000375658
78.618	0.000357243
79.156	0.000352571
79.643	0.000317284
80.04	0.000296831
80.317	0.000286466
80.474	0.000302914
80.542	0.000267139
80.56	0.000267354
80.576	0.000262443
80.64	0.000271434
80.79	0.000278183
81.043	0.000254635
81.384	0.000239437
81.79	0.000232643
82.228	0.000259574
82.686	0.00023955
83.112	0.000228292
83.496	0.000234914
83.844	0.000215087
84.138	0.000208938
84.422	0.000203147
84.7	0.000200483
85.017	0.000189269
85.359	0.000182565
85.732	0.000177674
86.114	0.00016694
86.484	0.000178428
86.808	0.000161544
87.047	0.000161015
87.178	0.000170589
87.209	0.000165663
87.213	0.000154781
87.247	0.000160451
87.396	0.000154444
87.696	0.000157565
88.166	0.000151173
88.731	0.000142662
89.355	0.000150081
89.992	0.000146318
90.551	0.000142739
90.986	0.000144667
91.277	0.00019773
91.46	0.000189219
91.575	0.000200194
91.673	0.000183123
91.78	0.000181297
91.911	0.000187758
92.096	0.000189229
92.32	0.000187614
92.583	0.00019162
92.87	0.000199039
93.158	0.000197924
93.491	0.00018922
93.879	0.000192091
94.338	0.00020204
94.864	0.000197012
95.399	0.000193227
95.916	0.000202905
96.338	0.000190842
96.652	0.000196865
96.848	0.00019121
96.976	0.000193596
97.061	0.00019581
97.163	0.00018978
97.294	0.000199938
97.471	0.000204838
97.721	0.000201988
98.037	0.000215466
98.41	0.000191538
98.827	0.000202568
99.287	0.00019844
99.763	0.000201562
100.204	0.000199981
100.575	0.000200379
100.868	0.000212857
101.09	0.000199982
101.303	0.000202851
101.529	0.000206696
101.814	0.000206112
102.165	0.000202458
102.588	0.000213827
103.009	0.000208416
103.403	0.000228694
103.72	0.000215182
103.964	0.000203132
104.155	0.000215039
104.344	0.000205857
104.554	0.000220814
104.812	0.000217556
105.095	0.000197556
105.424	0.000211092
105.759	0.000207511
106.1	0.000203841
106.446	0.000213908
106.811	0.000191925
107.189	0.000212315
107.607	0.000220187
108.019	0.000221402
108.4	0.000223243
108.752	0.000224806
109.05	0.000224184
109.289	0.000225923
109.493	0.000240038
109.677	0.000217198
109.852	0.000234704
110.046	0.000221617
110.275	0.000225677
110.541	0.000219774
110.862	0.000236492
111.226	0.000235637
111.612	0.000232871
112.014	0.000255082
112.419	0.000230545
112.826	0.000248273
113.227	0.000240039
113.641	0.000247843
114.068	0.000262866
114.49	0.00028749
114.894	0.000260125
115.245	0.000247595
115.523	0.000244897
115.706	0.000293762
115.818	0.000258907
115.876	0.000228299
115.897	0.000228677
115.951	0.000243376
116.083	0.00024498
116.337	0.000324749
116.734	0.000240503
117.266	0.000245979
117.912	0.000267079
118.62	0.000231826
119.341	0.000244457
119.99	0.000277415
120.501	0.000290723
120.529	0.000292024
120.56	0.000210734
120.582	0.000266401
120.674	0.000251051
120.729	0.000249159
120.827	0.000263801
120.838	0.000268307
120.952	0.000262083
120.953	0.000303777
120.986	0.000268213
121.262	0.000264895
121.685	0.000232499
122.158	0.000260684
122.66	0.00028269
123.158	0.000280775
123.625	0.000293478
123.997	0.000324749
124.257	0.000280623
124.405	0.000285231
124.459	0.000290581
124.471	0.000324749
124.479	0.000266754
124.497	0.000265175
124.556	0.000324749
124.718	0.000280831
124.99	0.000324749
125.344	0.000323348
125.729	0.000287597
126.093	0.000275867
126.431	0.000290175
126.729	0.000324749
126.818	0.000253838
126.866	0.000289074
126.884	0.000324749
126.956	0.000204885
