1.12	1.57067
1.139	1.48879
1.154	1.73907
1.174	1.46992
1.182	1.49047
1.26	1.39921
1.268	1.68208
1.276	1.34004
1.284	1.50498
1.481	1.38155
1.5	1.57054
1.501	1.49099
1.571	1.88545
1.59	1.44774
1.788	1.4666
1.79	1.37064
1.856	1.31548
1.867	1.477
1.92	1.35009
1.932	1.61581
1.944	1.35756
1.967	1.32286
2.012	1.42552
2.036	1.29078
2.051	1.31889
2.118	1.40479
2.127	1.35778
2.16	1.27882
2.168	1.33915
2.243	1.26658
2.27	1.30564
2.392	1.20459
2.64	1.18512
2.906	1.15201
3.224	1.13735
3.518	1.08865
3.734	1.04092
3.873	1.04083
3.962	1.06032
4.065	0.979853
4.238	0.929831
4.488	0.92922
4.797	0.91561
5.161	0.844965
5.55	0.770091
5.904	0.774453
6.228	0.66821
6.503	0.645589
6.72	0.617128
6.897	0.62047
7.054	0.599799
7.21	0.556559
7.408	0.5353
7.688	0.499079
8.094	0.462084
8.612	0.414832
9.206	0.379361
9.848	0.345167
10.418	0.29192
10.881	0.282936
11.197	0.288267
11.359	0.284877
11.411	0.259193
11.413	0.249226
11.418	0.246357
11.476	0.24866
11.617	0.245651
11.859	0.244764
12.19	0.217856
12.579	0.198291
12.998	0.176612
13.41	0.161277
13.787	0.161745
14.149	0.133756
14.526	0.133494
14.971	0.116495
15.474	0.11684
16	0.103316
16.534	0.0868465
17.03	0.0790947
17.453	0.078722
17.788	0.0711809
18.014	0.0715254
18.148	0.0733319
18.198	0.067456
18.202	0.0658302
18.225	0.0666821
18.337	0.0632689
18.556	0.063025
18.862	0.0642994
19.243	0.0553138
19.634	0.0491357
20.021	0.049147
20.385	0.044865
20.758	0.0420812
21.154	0.0393877
21.589	0.0350267
22.054	0.0325804
22.513	0.0323192
22.933	0.0290479
23.306	0.0256813
23.617	0.0247884
23.902	0.0255456
24.162	0.0217216
24.409	0.0265671
24.652	0.0228078
24.879	0.0228158
25.079	0.0222216
25.233	0.0213092
25.377	0.0206382
25.539	0.0195046
25.746	0.0200633
26.034	0.0198902
26.374	0.0160772
26.754	0.0172199
27.159	0.0160757
27.541	0.0152385
27.888	0.0162748
28.207	0.00567034
28.508	0.00573084
28.826	0.00550735
29.188	0.00558553
29.627	0.00570201
30.112	0.00617878
30.588	0.0054556
30.958	0.0056124
31.144	0.00530566
31.163	0.00514518
31.184	0.00524147
31.221	0.00606506
31.247	0.00598361
31.254	0.00543595
31.54	0.00536119
31.965	0.0061311
32.448	0.0055061
32.876	0.00554301
33.175	0.00572422
33.333	0.00546578
33.398	0.00645643
33.451	0.00560175
33.536	0.00575304
33.56	0.00551941
33.585	0.00588344
33.593	0.00617815
33.679	0.00512703
33.741	0.00558428
33.769	0.00556959
33.88	0.00537477
33.933	0.00530084
33.938	0.00532661
34.096	0.00564672
34.113	0.00545474
34.12	0.00544343
34.123	0.00617595
34.148	0.00529667
34.151	0.00614881
34.157	0.00561468
34.16	0.00551067
34.177	0.00519828
34.187	0.00588351
34.198	0.00593017
34.25	0.00505103
34.251	0.00557732
34.267	0.00494694
34.292	0.00546767
34.34	0.00598606
34.345	0.00540236
34.353	0.00526274
34.393	0.00603111
34.421	0.00604273
34.438	0.00592461
34.47	0.00546572
34.482	0.00600496
34.501	0.00597446
34.525	0.00635316
34.578	0.00522604
34.604	0.00588412
34.648	0.00538718
34.714	0.00528536
34.737	0.00602888
34.756	0.00532467
34.77	0.00555919
34.804	0.0056134
34.826	0.00560896
34.948	0.00529958
35.006	0.00554937
35.12	0.00542933
35.175	0.00580841
35.227	0.00580387
35.249	0.00553776
